PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,class
-149595418502310.1,-695189086000.4347,-38666439.74870657,7206784.157575306,-26712650.96008921,-1728580.8782598427,-19941.21289796774,-28798.70434010731,7769.990534333723,-78756.71907403841,BENIGN
-54516661369500.44,-636471678154.8033,-23548983.58790648,4308810.263644371,-17057973.56232158,-423022.07115764124,-25881.797976987087,-33970.12540640992,9066.023112311312,-81254.03417877402,BENIGN
-84077901827638.94,-630160283430.4333,-49105556.335496955,18446006.061589897,-13759077.174960267,-2232710.4286352894,9777.604677241357,-18548.816820055523,2800.18597670061,11638.325565070343,BENIGN
-119050823919293.03,-665140717701.3829,-22275960.88063842,-1457145.8445512503,-20997314.136794403,6198418.169666704,-174308.11154940276,-288.31499954529136,13701.786398193046,-128400.65811877651,BENIGN
6800660699817.6875,-612618840115.2747,-5605.1263910532,-6282337.67438272,-22867094.363501526,3655279.3333796808,-125850.13781336827,-16371.268163626219,12487.577716194453,-114016.63556089727,BENIGN
97565029200487.25,-552289369128.0833,17720193.358185276,-11217303.803094167,-17493397.165327784,-2350740.7574359253,20899.631413461793,-13326.21533298492,5848.82406909778,-84551.66077799372,BENIGN
14108565922580.688,-603300271611.6201,-5746821.540884063,-2072436.3070566468,-19886873.068116628,-1969497.927170448,1603.2884851224371,-31478.21452515833,7949.389241736,-77512.78611852191,BENIGN
144036834266237.8,-504685181114.645,45398856.07672681,-26156904.68839955,-11665618.342930667,-2535207.2053349526,39328.43762563863,-23918.34338764786,5656.454378102648,-86822.86610820243,BENIGN
-117042041281557.78,-370908356233.53204,-123569644.9754836,60060761.13364967,6378757.552940939,1519377.2697275341,-98494.99512455524,94072.40746411614,-31248.407986729995,507373.9820786949,BENIGN
-215498497442078.66,-630186291994.7542,-74393068.20281783,23836595.50014633,-6294746.332845017,-1720752.0777051093,12823.80469215044,-5310.392487861282,-1790.23024736781,39110.879222871525,BENIGN
23766047075303.812,-280023729898.195,-57202848.442956954,26233006.011658467,19275904.44379517,2305098.3939194824,-10954.464818841565,-21822.610926940033,-649.3563072779834,31751.389808242428,BENIGN
-99460686076977.72,-636652760023.9641,-42378058.090592876,12914142.44339902,-13813243.799265686,32575.02915765252,-43129.12881039978,-16940.02102485672,3136.8520344956596,11001.836934582927,BENIGN
-41206330629582.625,-179774835816.39563,119094160.50473107,-95736313.06270505,27899830.466586713,3845744.847400947,-2654.0745630317297,-76643.53625399644,15345.309708124416,-135571.4500147214,BENIGN
-182047007238092.62,-402576658945.8794,-296966.10318908095,-25459660.38129216,15558798.385162283,12532107.036054496,-273879.9004418901,-10438.447733648078,3945.5100810793992,129018.2046504776,BENIGN
22325324628398.75,-264605477601.33966,118346452.81284674,-87944666.83153367,-8951249.825659014,2666672.867716798,-73516.92529938505,62753.12538157701,-1085.1596287043394,33045.07383942279,BENIGN
-269625838863147.6,-279190223278.1916,-166120664.80675918,72402882.29414953,19361605.656197246,1858012.4683576315,-12585.151578762852,66863.82412652951,-16987.350998374797,143816.86547456565,BENIGN
-143409141557062.5,-600743655490.4036,-56699919.849323586,18026351.948249318,-5497733.851597559,-457381.5748050031,-22040.25897600261,24345.934939066574,-6552.698229962145,105748.40784265628,BENIGN
418859620575097.25,-279486790421.98505,116536798.86428101,-53571504.646767616,6040376.3675795235,-4517864.711164035,152156.46937702812,-35608.552622575764,7047.862727453572,-183783.04483589626,BENIGN
-249557529225500.03,-633443846054.7279,-89133478.6151549,30408388.999038853,3798183.5102304406,-5244469.965848224,129673.19403495628,-51802.4957315278,2321.0375646952234,-33990.746194393025,BENIGN
-251133044871854.66,-722094635255.4664,-62205505.64743327,14492213.46192077,-14181179.497002564,-818330.7002548533,-16334.8531779626,-32636.43822398685,6115.848856091583,-44217.75149773147,BENIGN
-234426212603386.88,-736695624473.3964,-59904546.12731653,14652894.488788243,-24558959.424619067,-2851437.0846544527,6670.715077865554,-33137.43386697214,7333.559135423831,-55127.829098031485,BENIGN
-219760535071505.16,-375262018077.4823,-134276293.5793322,57230873.47706032,26768193.01594772,-13756338.226116199,412995.802823597,26727.11051170197,-9392.638118599065,-119251.33905082973,BENIGN
-137373613231740.47,-585637283539.4492,33504281.679533556,-40695005.35788256,-4701041.080347698,9098452.16110363,-192897.33888776688,535.4704681195435,15100.375852438036,-153055.7605329533,BENIGN
-106034373974683.25,-17577891018.534912,-63099414.88588045,13926615.393397387,35877223.486726075,5071162.120804768,-3646.789873330059,-30108.379667434394,7405.797027512515,-117146.31574743122,BENIGN
-193838332189406.22,-715731593752.6252,-48782805.77505917,10447411.80019015,-25782299.14767976,1682706.0251058494,-95531.48741634966,-16256.53888299255,9239.727140148982,-77977.79904239121,BENIGN
-13685993422462.312,-607692711451.2771,2763893.098443985,-9900919.780295778,-18117250.52997616,426985.00027714437,-42686.945590369345,-31432.872603105985,10781.461166000565,-109375.03057994717,BENIGN
305107968881212.5,-446304082016.9441,73612859.13581742,-31974184.4421374,-16195598.854973322,1869907.903953306,-77319.33089271518,-31309.617119192022,10420.775333320471,-85782.14752493803,BENIGN
-69153098825006.25,-635027066678.0597,-12956431.167812526,-3804298.2615457885,-15663663.446809134,-402201.9619548558,-25114.526070524313,-31710.889828168798,5335.0879776977745,-65227.95822612632,BENIGN
-286946286519198.06,-491704435183.19586,63459811.81459136,-74439536.12784596,-8872654.007215045,23482370.467677563,-520375.09311076626,73693.27257330617,23556.37272019946,-202239.44989560757,BENIGN
-92471275874312.9,-301625267667.244,11415691.06558165,-27913612.181361888,27321227.933368977,1200951.0325069432,59582.85064801805,-42881.23716983691,7059.682804560962,-118093.72917205424,BENIGN
324677460455718.1,17663196642827.926,-1324287085.6064434,535340603.3088755,-193989656.721321,-23033845.70483734,188599.39246838153,441371.0065625922,-17720.09724688549,-535589.85539976,BENIGN
108522583833331.81,-533120381972.74744,38406013.70314415,-24130117.914779987,-13593011.81800823,9677839.514355326,-228875.9144166434,8039.2614680941115,15934.027585274864,-135849.1953815996,BENIGN
-194918904241967.1,-695841472661.3265,-47011961.20853631,8982849.165682115,-15489803.864927651,-3807482.3141560163,44766.768532131086,-5171.699125230885,471.74016816111543,2120.3284071987946,BENIGN
-239923355328624.38,-745737848516.2324,-66652920.91070366,18752226.010791406,-27376294.181183062,-2793155.6313531552,-2868.1696227800303,-33622.31740320998,8185.979693995068,-44137.63223849182,BENIGN
-90375648087642.62,-543710526280.879,-70114871.46920907,29710514.35192871,6474731.75067101,-7350679.049756303,199497.2072003754,-18521.27577437543,-1431.3565467072185,-92712.03666263973,BENIGN
-256215955596656.7,-751032274571.567,-69173287.41037874,19137257.553687897,-25347167.08964632,-2661555.8027696735,-2587.465071909166,-29460.81067314846,6844.793663804485,-34107.2994051432,BENIGN
-156342428618990.34,-112843696931.03015,-94595303.59565204,32061745.160231456,26286550.34720063,11714941.340630697,-183916.32492274183,5851.4918229547075,5338.461701392604,-18327.119750884398,BENIGN
-184991211559235.9,-712852234558.6925,-57027480.24390366,16585690.76479278,-23998509.33532238,-2731644.9324191604,-783.5479450791718,-22441.13894895744,5092.672487873009,-14162.163673234001,BENIGN
-248340279563873.25,-669109160648.2461,-26218894.137665004,-9748366.570044171,-4722281.027860854,-4327827.885619677,99412.46574344533,-51930.03619659727,6774.74462535949,-118262.89917760104,BENIGN
39733908967058.0,-354055411799.001,-43817662.18610446,20043532.24223035,15662757.52819607,-3273598.2908584536,126265.94366752877,-43420.823095539134,2193.485558668679,-87851.75144284457,BENIGN
-33435657981563.0,-607770797883.4777,-9827332.597080946,-3331464.1941779256,-13199217.678024497,892572.489600054,-47834.5671021763,-33447.16608242017,9180.956001306455,-72753.99423298691,BENIGN
386820110362694.75,-385281040230.6958,115816442.28169481,-53719955.3541895,-12359563.397152249,789702.6996708452,-28933.70671207844,-34460.69258175447,11716.748095150211,-141625.8401012866,BENIGN
203821944317447.94,-513094976496.53064,49396760.157857105,-23668595.473789457,-24394999.1165477,-254277.96014939155,-35844.89168607862,-31971.043657473077,11921.346614453181,-144413.6267720593,BENIGN
302868490307449.75,-451839035617.68445,83473415.43731965,-38656994.29312016,-19769025.791635484,-507726.68278198317,-10010.395364134713,-43460.35296417286,12992.928230364236,-176736.6809325608,BENIGN
308951320740567.25,17706847286142.69,15369573.634412736,-335558802.94227743,-123960623.66634646,-41292028.32686917,722653.0140167795,51776.191442892836,18361.365521107004,-585482.2518187898,BENIGN
-178475882329326.97,10249250369062.617,2780480772.302307,-2026846939.6924088,-42219451.30491142,-27607450.99280397,179718.66408441684,-992398.1002370986,76380.60357425935,725340.3666747666,BENIGN
106933565418259.25,-118501362454.3169,-50670312.05113489,27085818.93689618,19436862.936112236,4376865.72094173,-138015.3962630519,126980.22439046859,-37221.88238697416,585989.5919643899,BENIGN
-80727154341289.62,-517334366782.15393,-23086254.75618981,-274288.66309621185,1298165.868463818,-3131940.5147083364,71082.37698185751,-14426.457278856959,-1312.3765569596835,2410.1466285635615,BENIGN
345480287028978.6,-384448743434.11035,86848471.89106284,-38017523.74521905,-6636311.266507767,446228.4269863474,-44293.80649307187,-2848.797127792359,-1547.1485406419852,69756.6597350389,BENIGN
285933942409281.9,-456621906543.0558,64687649.53527756,-27618777.897723477,-15684050.360755919,-1142909.7829865918,-5614.167101941352,-29660.838349590085,7553.242057637795,-88017.35788694286,BENIGN
-196539068484699.44,-708139966450.1104,-53503174.19403452,13289786.367750628,-20316359.716128208,-2174793.2214385085,-7505.724406039729,-12542.414320272372,2588.000700051285,6947.106357900935,BENIGN
-222263543428590.56,3452807023279.498,-597503773.1908025,287995687.71106046,9283258.496365879,3880548.570757032,-224760.0678281237,376515.08064278564,-90577.29108845953,1194853.5050649014,BENIGN
-259882850528537.12,-735043689947.5165,-69590598.7359721,18822068.68021162,-17659626.59913248,-4301197.306217748,53169.39831636791,-22064.612589789922,2724.4887967927025,-24644.189866944387,BENIGN
61463327976200.44,-468413703872.9884,-2496412.498688653,-2699947.8370767087,4841662.165095735,866990.850825076,-2634.209634300102,-41411.200983679344,6519.205928542357,-61770.064398969655,BENIGN
69465972955774.75,-523301622147.9243,-8223895.680310771,2971076.0027550124,-6942684.438942958,1118978.644396286,-58278.83181913763,-7163.183706093021,84.38665292385485,62842.159605652174,BENIGN
11954410752950.312,-609149029672.7445,-3256687.322936386,-3800277.874087017,-21576560.176537372,-76888.70444454672,-41295.26319202993,-29642.074754712045,9834.35239796176,-101480.98409644206,BENIGN
-34415817462781.5,-597478588956.2124,-6057099.738140941,-5757229.620694805,-12692986.09676303,6393365.450737793,-190981.28905488123,15857.50429720842,2152.301981066754,66689.57255489548,BENIGN
25035173440545.688,-513434664640.71124,10229560.852452442,-13342231.984911885,3047647.2411758862,1924690.7470865385,-13891.079436980686,-45249.22843886286,11387.956990122551,-151006.7756361983,BENIGN
210615122366212.12,-486889230442.4393,57341352.49812712,-28639957.343117695,-14728818.979468103,5085598.03709368,-142112.9103401504,-25308.864709299043,13671.954352334298,-103149.81913286497,BENIGN
-155379887151816.75,-241445362449.33875,153003986.52457553,-126310637.10399653,28264845.837141413,-10580523.568151658,330715.2076791202,-113759.50003079488,9483.238074626908,-185384.20111147806,BENIGN
-85336737433598.53,-656308106357.9421,-27563459.465777025,4755989.994408447,-21161041.18140072,-541381.0728049902,-39563.82588754323,-28330.75083494305,8122.551437412898,-46175.45026321996,BENIGN
-59414424879774.31,-597311378293.3052,-30137309.259795547,7487641.003153749,-6503667.490959343,35482.96239320608,-15696.411435437163,-37423.32571721989,6063.657838718456,-48593.13162515233,BENIGN
93119841916521.19,-188461239710.11035,-24179118.00915219,9155399.082589172,19542838.313256208,-2054993.5962433252,78635.03761114167,30287.168274514646,-13186.693941778773,134948.68121749966,BENIGN
295701188965615.5,-451307160290.3172,85325808.83878116,-40388288.92225169,-19467053.066196904,-1505729.5693762135,7376.852320921444,-26135.438816976013,10568.162760992385,-150407.1899029156,BENIGN
327994141569612.5,-410883664319.63153,80619938.82359551,-35301544.37919715,-10545404.539758869,-2666209.910699701,53477.34296699255,-8532.210396771412,5053.155129271512,-113091.29377875602,BENIGN
3458383684869.0,-380280251167.4804,8659429.683049336,-16260856.320712198,14675683.087543767,3562680.7900200174,-54526.95676718057,-22104.455043766997,1050.1757608146327,44262.935829154834,BENIGN
-110030750216919.31,-476374768489.5845,27434970.066495597,-36254913.166273504,1384233.8220838048,1272239.2953497279,-29347.630953329462,-8804.6516426832,2061.2958607055043,-21.02033498574019,BENIGN
-186268784422418.1,-242925433880.8485,84558749.10106333,-83866353.51937647,18591126.039024297,5708441.911828686,-104302.89999097397,9754.271871884943,-992.5934712610651,102448.16227861244,BENIGN
-256216055851219.7,-753407145323.9553,-70733534.88758068,20150639.554258943,-25852750.509895947,-2670054.5104250363,-340.0220962524472,-35529.73093795807,8053.085739607712,-54479.89033301173,BENIGN
-262824782596091.25,-754916507903.5474,-75558397.56587599,22924986.93183525,-25401025.375160836,-1452613.080701183,-41655.63610516466,-13389.228724840672,2897.9795302854764,30028.07294714034,BENIGN
566491022524031.1,-277817842795.2701,133192250.73697115,-51710277.697422,-6708033.849942211,4423380.910255646,-113239.2959947735,-21423.451435822186,9155.814926249335,-66528.91838206655,BENIGN
6519716306488.0,-559326641599.7433,27374201.2873742,-25078511.50488862,-10448025.905663613,6076762.278146241,-144860.01835379907,-13472.916343615847,14356.274558377449,-132098.3121474057,BENIGN
125512609024166.62,-522743542348.98236,47421602.77062653,-28785372.752355058,-13142821.486525714,1751177.8407425466,-53729.63801191641,-31507.985855073814,12680.522773857181,-141122.87619799224,BENIGN
-78813804820187.06,208994586984.29272,-47313039.023370124,2444258.1234124936,30697474.06399184,-9924770.415376114,268943.8936965016,64037.018151490025,-27525.138926221713,250626.15807864122,BENIGN
-303356612236993.06,1377524450076.7646,2236573905.2600775,1183731216.6065018,58983727.95035818,-16708868.46154446,1771063.6320796197,10031712.335691046,-905809.9331681343,1986039.3608061534,BENIGN
-253473113708204.8,-280180033565.901,175719406.2189638,-148361977.9332694,-5904483.625141695,19329795.790635694,-430397.32795240794,24600.391625538265,25458.337929437035,-172244.15719672703,BENIGN
-34434480904759.188,-491826254197.83453,47053712.2005599,-42487271.6236631,-8139066.421329398,16883088.011041164,-374703.59898667096,44294.211053099876,18780.220060937765,-126804.20834914915,BENIGN
31466262902100.562,-413237768862.5635,-62544926.97548639,32620044.77537314,10858895.133095551,-8697874.10383076,246072.0987171779,1843.2932265101335,-3483.133235790854,-97629.36377080697,BENIGN
-31964686205391.625,-599252087489.0463,-9408958.910975397,-3587699.281752065,-10446365.289147165,-3843284.064695498,64451.75031895486,-24068.649650714444,3354.039994313105,-43859.0642882518,BENIGN
-227267194136461.6,-729042817048.8896,-57551214.83045911,13603344.260227382,-21903751.726671576,-2987142.8131915075,15917.143149019914,-30246.790668067595,6649.717366275323,-47927.91243206461,BENIGN
-151869557166848.5,-432535087527.2292,-116391917.21209477,52778363.34374511,7136503.797637228,-2420209.8121210164,67728.56146687084,42871.15434602069,-10555.877590291737,60878.0328649635,BENIGN
-91163004596956.44,-401140963341.3203,51245772.27658151,-51796853.09770128,16556015.303192858,-9416062.145723892,275435.6033486227,-43987.92677236452,2006.3598932571622,-133015.20944393787,BENIGN
-118093315206682.1,-593063076597.3967,-5667713.220511213,-13511341.820688095,-2648220.0481693335,838714.2182665151,-12805.984696356125,-42224.86400125171,10022.000676679767,-113755.50737389151,BENIGN
-76359812256116.6,-639381928438.3262,-15959461.224603742,-2345531.859698154,-16399368.548275508,4053942.9931408106,-125652.50977392923,-8391.085364391143,9047.150308836644,-68119.42666686622,BENIGN
1470412021489.75,-606887772406.628,3151835.5563264936,-8532053.240991455,-18194714.573039614,1953459.5404218999,-112639.53527106858,-16578.7457591551,834.9591954215284,84186.0111665978,BENIGN
-19002688988740.438,-546508765748.33405,27032065.370038062,-27334028.258988436,-1234875.4405634254,-1153139.1152554478,44279.59068109866,-50964.71578776712,11221.651943679968,-157338.1064676554,BENIGN
-186993909486591.0,-688994428359.6646,-34532985.965772815,1270274.2510271668,-16668741.531154757,2212011.792356457,-82504.39407461153,-16306.41963205712,8793.27723501523,-87888.74098825561,BENIGN
-84125266009562.4,-475332568100.5704,-74928991.58515584,32116062.84022755,10126168.23466156,-60227.319348634686,36308.713633982654,-29939.07833445791,3346.425421132317,-70191.67174381725,BENIGN
49423173388026.69,-587812366703.7793,3070523.0948307216,-5091179.002853867,-21065549.08683056,-906947.4443180147,-28116.63012380886,-31867.699632080323,8246.948785711716,-69207.8965965382,BENIGN
-120980361681342.12,-618460568640.9308,-25794055.911985666,90682.10070218518,-4832022.378428016,-1748270.1030227097,9007.655055422707,-26440.16029350175,-3631.174081009758,66233.42830017474,BENIGN
-78124365349385.44,-618098688017.074,-42616958.56986842,14637349.89483915,-12964037.281928755,736757.1351081356,-67878.85375689666,-13196.074898358711,1004.9275697764751,73803.16885285912,BENIGN
-186088305372426.28,-702469919486.6799,-43961153.71800242,7731958.753946345,-21373155.59319762,-947183.8197088097,-26222.378034256715,-18464.11980264964,4672.79097401489,-68516.10824594446,BENIGN
-173219359764362.7,-705053602261.2386,-47099976.52064873,11020236.863239896,-23689717.407833427,-967531.6847208384,-44032.88812996473,-12709.155394313872,1248.96106164523,-2394.5955829998456,BENIGN
237508639223426.88,-415647395466.2104,111788320.58468334,-63233278.29511434,-12920974.732790478,13191113.032572567,-286824.51036867,5426.1621345260755,25672.69465479349,-237658.23676622624,BENIGN
-144676665037673.06,-577104324942.8278,28578301.11407174,-38257275.89764629,-21041455.215945117,21314070.13003605,-496633.89588985394,76219.98371573378,24096.961525650902,-191329.33763740427,BENIGN
43158399211946.875,-564107564898.1387,30433221.737731397,-23913832.26978221,-21153190.9548992,11785637.823899508,-289969.86408551724,23171.825736661987,18826.101118605027,-163335.53590433902,BENIGN
-41552152406545.0,-353723985335.39294,-45728821.22019532,14762148.810217142,17320947.948390532,1143829.8236203962,2059.646828557423,-21122.92123284057,-3068.2548330475292,76289.50917396272,BENIGN
-114599656368730.22,-488326494088.63544,79748039.39400704,-70442317.87034102,-958488.0507511608,5937568.154875502,-133932.4082213219,-28796.39418263328,12505.01193655399,-65280.267060979524,BENIGN
-237517442281139.06,117632734424.71863,-275275019.1456944,138095186.4643342,38660420.74037768,-10387642.3031136,340202.4078735169,18706.21356520881,-19068.714431349155,12614.85192349564,BENIGN
366202101815828.6,-426307907355.82416,87364215.53488971,-36203658.28177327,-22074769.117464397,-619434.2438001274,-23796.99181993768,-21113.439049529577,10181.370720561994,-133569.9856216463,BENIGN
-127732878616323.5,-642392750765.2087,-60314371.538555525,22774943.337280262,-16180105.679132236,-1407199.038486548,-47326.472311938356,77083.53017004911,-16038.911312691314,248911.2664637937,BENIGN
-59452695898948.5,-652460674421.5594,-22561550.820297882,3747249.8016764186,-27812978.709991414,-2391803.8245204766,-10583.834194381629,32361.635768795793,3238.9501242055776,-8305.632785279653,BENIGN
